Cleaned_Dialogue,Happiness,Contentment,Confidence,Neutral,Sadness,Anger,Fear,Surprise,Disgust,Love,Excitement,Anticipation,Nostalgia,Confusion,Frustration,Longing,Optimism
crappy new year,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
previously friends,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
job stuff go,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
offered one,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh god please somebody say something,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
take job youll moving paris,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
facing bitch commute,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
know huge scary really far far away guys incredible opportunity ive already talked situation emma said theyll whatever need make us feel comfortable,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mean ill fly back forth theyll fly,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
right well work,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
thank thank,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ooh whats going,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
got really incredible job offer,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey great right,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
good,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paris,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
hey afternoon said youd supportive,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well comes goes wouldnt trust,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
look guys really really important means lot could try get board,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
hugs reserved people staying america,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
joey,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well makes feel sad,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
talking ross,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
see,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
well rachel moving another country able see every day okay,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
think ralph lauren people offered old job back would take,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
gonna happen,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
best way use one three magic wishes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
dont know could talk boss yeah met christmas party really hit,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
mean guy kept calling ron,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
didnt say brothers,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey phoebe hey tell think right house next door one buying westchester went market wanna take look chandler doesnt,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
close escrow tomorrow seeing another house confuse us easily confused bright,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
better least look,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
think pheebs,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well think shirt makes look like work baskin robbins anyway hey isnt joeys agent estelle leonard,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
died,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
youre kidding,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
thats terrible,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
oh yeah,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah agent,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
joeys gonna upset,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
know always wanted first black man cross atlantic,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
well cannot tell joey hes already flipping everything thats changing push edge,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
seriously dont think tell,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well little lets give days get used everything else,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
reads paper,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
unless snoopy says charlie brown think okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah im friend rachel greens uhm actually met christmas party two years ago,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
oh right uhm,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uh,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
uhm well im see youll give rachel job back,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
ah ask come,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
oh first get agree well see,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
wow,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
look,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
good,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
im sorry theres nothing ah true nothing,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
oh nothing it’s it’s close ron little ross like dinosaurs chance,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
yeah theyre talks,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
would,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
really arrange,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
let rachel come back it’s done,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
well guess rachel back wouldn’t worst thing world,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
yeah yes thank great thank much swear kid going time life,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
he’ll fine,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hey phoebe,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hey everything ok,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m mad agent,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
estelle,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
there’s part tv movie would perfect didn’t even put she’d better good reason,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
i’m guessing,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well wait wait wait right gotta go listen promise wait minute call,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ok,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
love saying,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hello,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
gonna call that’s weird,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
yeah actually,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
guess dropped ball whoopsie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
that’s know seems lately drop ball,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
don’t take tone think alan lemond first black man fly solo across atlantic,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
look i’m saying you’re agent ok you’re getting auditions i’m tired,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
saying,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
man tough week estelle,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
hi,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
emma left stuffed trex house know can’t sleep without,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oh well she’s asleep stop forcing thing,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
ok,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh you’re gonna believe happened today ralph lauren called gave job back,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
nooo,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
yee mean weirdest thing fired nowhere hire back mean place must falling apart without,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
you’re going paris,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
i’m still going,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wh… wh…what,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
louis vuitton people found ralph lauren wanted back offered money isn’t great,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh sure i’m showing someone else right please look around,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thanks,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
feels like we’re cheating house we’re gonna cheat shouldn’t like hot younger house stuff house won’t,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
think,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
well already one offer think lady upstairs goning make another one,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
could neighbors like,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
oh woman upstairs nice husband two kids hes wall street she…,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
oh god,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
hey joey want come to… ok,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
yeah just… feel bad firing estelle got killing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
wouldn’t kill ordinary embolism might,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
don’t know she’s got taking hard like client except guy eats paper i’m guessing eats money makes look know she’s great agent stick ten years i’m gonna call hire,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
dont call wait call,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
yet,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
oh go way back monica made honest man chandler used,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ooh decides,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
happening,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
okay realtor said another couple made offer maybe,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
way going happen couple hitlers,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
great idea way dont mean sound distasteful start crapping money,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
okay come idea,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
alright alright still three hours till escrow closes house still get,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
may surprise rehiring fired employees main job,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
huh deal,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
okay got,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yes yes,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
estelle,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
yeah wanted call tell theres hard feelings firing,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well didnt think drop,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
anyway im okay,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ask something uhm whats like,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hitlers disappointed,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
wait want know im happy youre going,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
way pick left,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
huh,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
never stopped loving,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
oh,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
yeah yeah yeah want need must janice litman goralnik neihosenstein,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
chandler talking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
live next door together every day sid monica never know thing,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
dont know say mean know obviously heat us,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
love husband know love wife dont think get house,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
dont say dont tangle dream take away,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
chandler one us got,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
understand,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hey,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
never going believe happened today,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
ralph lauren called,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
yeah weirdest thing zelner called said well everything get back thank ron dont even know department guys,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
gonna,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
well took,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thats great youre staying new york,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yay whoo yay,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
youre excited right,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
right,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah know looking forward going paris sure know excited working,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
uhm hadnt idea excited paris uhm mean said scared,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
want go,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
really think,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
really,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
already told zelner would come back,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
right right im gonna im gonna go paris,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
yeah,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah im going paris thank ross,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
oh oh im,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
hey wouldnt cool duck chick little baby couldcall chuck,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
dick,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
listen ii need favor umm shower cleansingmyself ah ii well felt something,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
like sneeze better,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
mean mean thing body,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
whoa,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
wrinkly mole,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
well eww pimple,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
fancier pimple look ross dont gosee a…,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
okay well definite two weeks winter,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ahhh,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
good deal,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah friends people vince vince people,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hi,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
hey,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
vince fireman,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wow ever rescued anyone burning building,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
98 hot saves highest force,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well yknow joey played matches could get toan even hundred,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
youre right know,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
wow hes cute pheebs thought started dating thatkindergarten teacher,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
oh jason yeah uhhuh seeing tonight,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
whatpheebs two dates one day thats unlike,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
know know im like playing field yknow like juggling twoguys im sowing wild oats yknow yknow kindve like yknow oatsowinfieldplayin juggler,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
pheebs know,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
well said theres definitely nothing worry totallybenign,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
couldnt even tell said sort skinabnormality worst thing hehehe said said without able identifyit reluctant remove,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
yknow go guy went therewith third nipple lopped right yknow guess im lucky meannot lucky people born two nipples,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
least knew yknow name,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
oh maybe theyll name yknow theyll call rossand people would like awww,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
petes breaking,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
checked messages said gets back fromatlanta,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
well thats people never say need talk unless somethingbad,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
whoa doesnt necessarily mean hes breaking,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
really,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
yeah maybe cheated,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
know ill never miss gotta tell prettycool knowing youre making difference kids life,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
whoa,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
ahhahh wed better call fire department,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
wwwwait,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
thththats third nipple yknow runofthemillthird nipple yknow take slice baby right,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
showing runofthemillsliceitrightoff third nipple,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
well thats third nipple,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
first ass,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
well,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
im hamilton,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
hes good rear things bring,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
well hes gonna break maybe joey waterhis plants yknow mean,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
haha could go pee,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
well honey dont break one,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
whoawhoawhoa ah happened playing field,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
well doesnt feel like playing anymore feels like workits like im working field,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
pheebs pick one,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
yeah one like,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
well vince great yknow cause hes like guy guy yknow hesso burly hes sooo,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
okay good go go vince,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah jasons really sensitive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
well sensitive important pick,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yeah,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh sure go sissy,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
jason sissy,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
oh nononono meant chandler,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yknow dinner plans,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
thank soo much coming short notice ladies andgentlemen iveiveive practicing medicine twentythree years imstumped,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
yes dimmer switch,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
whoa rich guy hes got thats pretty small tv,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
nonono thats videophone hey guys youre supposed behere please,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
god nicest kitchen,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
know,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nicest kitchen refrigerator told agreat day,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
look millionaires checkbook,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
guess thats,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
hey monica hows going,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh it’s umm good umm it’s good watering theplants,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
well dont forget fiches rachel,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
see guys worst hiders ever,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
hi ya,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahh pete day said needed talk umm soi know good news bad news,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh nonono still,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oh oh okay umm ill see soon,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
okay love,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
love love,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
okay well good news good news,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
thing good news,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
oh,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
monicas gonna marry millionaire,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
hey gotta get mom phone call mom call mom,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hello,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
thats petes mom,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mon definitely make theme wedding theme couldbe “look much money we’ve got” yknow mean could put youcould put money inin invitations youyou could like little money placesettings ah could start money salad mean it’ll dry people,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
would stop we’ve going couple weeks meanwe don’t even know he’s gonna propose,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yes pete okay he’s like people yourfirst date took rome guys that’s like third fourth datekinda thing,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
well ifif that’s it’sit’s crazy,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
monica’s right we’re talking getting married okaysheshe can’t rush,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
oh please know married lesbian,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
right gotta go break vince,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
oh you’re going teacher huh,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
good luck,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
excuse umm vince,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
oh sure vince,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
wow didn’t know guys actually used,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
what’s,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
umm wow thisthis isn’t gonna easy umm don’t think weshould see anymore,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
uhhuh ggood deal,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i’m sorry,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
oh god didn’t…,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
thank want remove pheebs don’t want make itsavory,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
yknow girls sleep guys weird things body theytell friends,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
brides magazines,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
hey mon umm get married bring two guests,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
didn’t break fireman,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
way telling well turns he’sincredibly sensitive keeps journal paints even showed charcoaldrawings drew,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
wow,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
yeah well he’d prefer water colors yknow easy accessto lot charcoal,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
going dump jason,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
yeah come,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phoebe ah sounded kinda serious phone ah anythingwrong,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
nahha,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
must ross,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
hi,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
listen got tell i’vei’ve never guru beforeso,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
what’s koondis,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
guess it’s worth try,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
appear angered,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
angered,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
oh god,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
ow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
oops,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
well it’s gone,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
how’s,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
got caught watch,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
ooh nice,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
ah thing wanted talk,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
oh right completely forgot,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
well ah i’ve lot thinking look mylife…,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
yeah,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
